N,num_goldbach_pairs,rho_min,rho_mean,rho_max
2938,45,6.25242,7.116008,7.305555
2940,122,4.97225,5.808254,5.983823
2942,37,5.927706,7.140502,7.305711
2944,41,3.972758,5.001877,5.22303
2946,87,6.139515,7.118222,7.305807
2948,41,6.162933,6.804042,6.958806
2950,59,5.446525,6.296734,6.50011
2952,75,5.049948,5.910391,6.062032
2954,44,6.553633,7.142963,7.306061
2956,42,5.580811,6.722298,6.958953
2958,82,6.055417,7.119825,7.306175
2960,52,4.887124,6.057531,6.265593
2962,38,6.055408,7.099462,7.3063
2964,98,5.792591,6.792499,6.959537
2966,35,5.927781,7.114097,7.306417
2968,52,5.36187,6.378648,6.612949
2970,116,5.04026,6.028559,6.207415
2972,36,5.581096,6.796339,6.959887
2974,49,5.927806,7.075749,7.30665
2976,86,4.668794,5.715867,5.920126
2978,34,6.139333,7.14534,7.306767
2980,59,5.905398,6.757345,6.960236
2982,95,6.251965,7.136257,7.306883
2984,41,5.600476,6.431587,6.613712
2986,44,6.360226,7.095033,7.306999
2988,79,5.464582,6.226252,6.411439
2990,58,6.387796,7.153142,7.30697
2992,49,5.395929,6.078962,6.267932
2994,84,6.435135,7.146508,7.307209
2996,45,6.243386,6.811359,6.960707
2998,46,6.492469,7.135285,7.307346
3000,104,4.191676,4.828591,5.006637
3002,40,5.927893,7.160954,7.307362
3004,41,5.581659,6.74801,6.96127
3006,78,5.50658,6.560317,6.7588
3008,36,4.40825,5.413681,5.576497
3010,69,6.25168,7.120988,7.307688
3012,76,5.905534,6.791982,6.961592
3014,44,5.92793,7.089078,7.307743
3016,50,5.363154,6.400883,6.615703
3018,85,6.139109,7.133936,7.307868
3020,49,6.041318,6.831069,6.961919
3022,42,5.927954,7.082171,7.308036
3024,99,3.920765,5.000659,5.173545
3026,43,5.927967,7.120044,7.308052
3028,41,5.709368,6.72713,6.961485
3030,110,6.139042,7.127507,7.308236
3032,36,5.601289,6.441897,6.616562
3034,48,6.251438,7.131232,7.308374
3036,92,5.947138,6.795636,6.962584
3038,43,5.416395,6.189134,6.337739
3040,62,4.545105,5.730573,5.925526
3042,93,4.228084,5.299249,5.481443
3044,43,5.582352,6.75722,6.962386
3046,44,6.055226,7.094764,7.308718
3048,83,5.447717,6.449898,6.617482
3050,50,5.490336,6.361146,6.50622
3052,53,5.582489,6.747188,6.963253
3054,78,6.055209,7.112025,7.308942
3056,39,5.102399,6.082175,6.272338
3058,47,6.35919,7.120555,7.308961
3060,113,5.35822,6.248921,6.416116
3062,38,6.292619,7.151105,7.309169
3064,44,5.237307,6.426938,6.618404
3066,102,6.055184,7.135936,7.309271
3068,41,5.793502,6.770751,6.963792
3070,58,5.9281,7.107042,7.309333
3072,79,2.947695,4.005841,4.201955
3074,41,6.138801,7.116465,7.309502
3076,44,6.293928,6.79855,6.964319
3078,83,4.609654,5.480498,5.668189
3080,68,5.602085,6.447927,6.619338
3082,47,5.928135,7.122599,7.309695
3084,83,5.710038,6.77043,6.964664
3086,37,5.928147,7.092453,7.30984
3088,41,5.019982,6.08955,6.274401
3090,109,6.138714,7.140025,7.309931
3092,35,5.583169,6.757199,6.96501
3094,59,6.055125,7.136049,7.310003
3096,84,4.902081,5.897469,6.073515
3098,48,6.386139,7.124902,7.310174
3100,61,5.105099,5.990925,6.164275
3102,92,6.29216,7.139075,7.310284
3104,42,5.171055,5.781496,5.930527
3106,46,6.358516,7.138478,7.310395
3108,100,6.041215,6.792263,6.965673
